tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn
21,20.0,415.05,Month-to-Month,DSL,Bank_Transfer,Yes
61,78.85,4595.78,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
66,98.63,6209.74,Two-Year,DSL,Credit_Card,No
36,108.6,3976.32,Month-to-Month,DSL,Credit_Card,Yes
66,30.68,2120.07,Month-to-Month,Fiber_Optic,Electronic_Check,No
64,98.18,6379.29,Two-Year,Fiber_Optic,Electronic_Check,No
36,60.43,2233.96,One-Year,Fiber_Optic,Electronic_Check,No
43,26.25,1100.78,Month-to-Month,DSL,Mailed_Check,No
30,70.34,2203.26,Month-to-Month,No,Bank_Transfer,Yes
11,85.46,959.2,Month-to-Month,No,Bank_Transfer,Yes
15,47.27,732.84,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
54,75.91,4047.68,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
46,48.23,2180.17,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
69,48.3,3278.26,Two-Year,DSL,Electronic_Check,No
40,103.87,4109.5,Month-to-Month,DSL,Mailed_Check,Yes
58,63.11,3549.51,Two-Year,Fiber_Optic,Mailed_Check,No
3,43.68,130.7,Two-Year,DSL,Electronic_Check,No
64,103.29,6644.42,Month-to-Month,No,Electronic_Check,No
68,52.42,3623.98,One-Year,DSL,Electronic_Check,No
4,93.89,356.9,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
7,79.08,570.9,Two-Year,DSL,Credit_Card,Yes
9,83.71,749.29,One-Year,DSL,Bank_Transfer,Yes
21,59.12,1296.4,Month-to-Month,DSL,Mailed_Check,Yes
32,100.67,3082.23,Month-to-Month,DSL,Credit_Card,Yes
38,25.05,957.88,One-Year,DSL,Mailed_Check,Yes
71,106.19,7535.42,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
5,36.8,178.83,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
59,91.77,5356.81,Two-Year,DSL,Credit_Card,No
67,56.71,3713.16,Two-Year,Fiber_Optic,Bank_Transfer,No
62,35.61,2284.54,Month-to-Month,No,Credit_Card,No
52,25.68,1360.61,One-Year,DSL,Electronic_Check,No
21,75.43,1625.62,Two-Year,DSL,Electronic_Check,No
47,113.41,5409.18,Two-Year,Fiber_Optic,Mailed_Check,No
1,102.13,98.71,One-Year,Fiber_Optic,Credit_Card,Yes
49,63.61,3070.37,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
71,48.63,3315.58,Two-Year,No,Electronic_Check,No
67,27.18,1867.81,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
28,32.93,877.44,Month-to-Month,No,Mailed_Check,Yes
64,91.76,6032.0,One-Year,Fiber_Optic,Bank_Transfer,No
21,32.83,715.26,Month-to-Month,DSL,Electronic_Check,No
6,101.39,624.91,Month-to-Month,No,Mailed_Check,Yes
56,51.0,2887.67,Month-to-Month,Fiber_Optic,Credit_Card,No
14,80.77,1154.06,Month-to-Month,DSL,Electronic_Check,Yes
44,42.62,1950.15,Month-to-Month,Fiber_Optic,Bank_Transfer,No
10,87.57,879.0,Two-Year,DSL,Mailed_Check,No
46,28.05,1235.63,Month-to-Month,Fiber_Optic,Bank_Transfer,No
21,29.61,612.11,Month-to-Month,DSL,Credit_Card,Yes
68,33.84,2280.46,Month-to-Month,Fiber_Optic,Credit_Card,No
50,57.9,2938.76,Month-to-Month,Fiber_Optic,Credit_Card,No
3,64.41,199.71,One-Year,DSL,Mailed_Check,No
26,48.04,1254.0,One-Year,DSL,Bank_Transfer,No
50,105.32,5226.81,Two-Year,Fiber_Optic,Electronic_Check,No
42,68.35,2734.67,Two-Year,DSL,Credit_Card,No
69,106.92,7484.56,Two-Year,DSL,Credit_Card,No
44,114.16,5205.14,Two-Year,No,Credit_Card,Yes
66,70.59,4659.4,Month-to-Month,Fiber_Optic,Mailed_Check,No
35,59.65,2133.01,One-Year,Fiber_Optic,Credit_Card,No
58,46.9,2797.01,Two-Year,DSL,Credit_Card,No
31,29.05,873.36,Month-to-Month,Fiber_Optic,Electronic_Check,No
67,60.61,4194.28,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
58,54.86,3067.43,Month-to-Month,Fiber_Optic,Electronic_Check,No
17,61.2,1079.88,One-Year,No,Credit_Card,Yes
65,64.86,4368.17,Month-to-Month,Fiber_Optic,Mailed_Check,No
9,100.65,888.15,One-Year,Fiber_Optic,Bank_Transfer,Yes
54,111.37,5951.82,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
30,53.99,1682.9,Two-Year,Fiber_Optic,Electronic_Check,No
37,113.24,4355.41,Month-to-Month,DSL,Bank_Transfer,Yes
49,56.95,2822.38,Month-to-Month,DSL,Bank_Transfer,No
10,79.21,776.13,One-Year,Fiber_Optic,Mailed_Check,No
14,98.79,1440.17,Two-Year,DSL,Electronic_Check,Yes
9,84.87,756.94,Two-Year,Fiber_Optic,Electronic_Check,No
70,107.49,7253.69,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
44,29.85,1346.85,Month-to-Month,DSL,Electronic_Check,Yes
42,112.04,4652.01,Two-Year,Fiber_Optic,Electronic_Check,No
45,48.47,2264.88,Two-Year,DSL,Mailed_Check,No
11,47.95,513.6,Month-to-Month,DSL,Mailed_Check,Yes
8,22.52,188.86,Month-to-Month,DSL,Bank_Transfer,No
24,81.17,1950.97,One-Year,Fiber_Optic,Bank_Transfer,No
65,27.48,1786.03,Month-to-Month,DSL,Mailed_Check,No
37,59.4,2143.95,One-Year,Fiber_Optic,Electronic_Check,Yes
46,30.01,1329.58,One-Year,Fiber_Optic,Credit_Card,No
53,31.12,1702.06,Month-to-Month,Fiber_Optic,Bank_Transfer,No
9,44.07,411.57,Month-to-Month,Fiber_Optic,Credit_Card,Yes
45,112.06,5098.79,One-Year,Fiber_Optic,Electronic_Check,No
64,63.41,4063.22,Month-to-Month,Fiber_Optic,Electronic_Check,No
59,64.83,3737.32,One-Year,Fiber_Optic,Electronic_Check,No
64,88.74,5839.95,One-Year,No,Bank_Transfer,No
40,71.5,2842.99,One-Year,DSL,Electronic_Check,No
46,62.09,2924.65,Month-to-Month,No,Credit_Card,Yes
30,46.33,1359.62,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
58,56.8,3230.79,Month-to-Month,Fiber_Optic,Electronic_Check,No
28,28.46,807.03,Month-to-Month,DSL,Mailed_Check,Yes
40,88.16,3526.71,Two-Year,DSL,Bank_Transfer,No
2,38.44,79.4,Month-to-Month,No,Credit_Card,Yes
34,57.72,1899.29,Month-to-Month,DSL,Electronic_Check,No
24,71.19,1789.07,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
60,85.69,4933.77,Two-Year,Fiber_Optic,Mailed_Check,No
52,114.18,5819.51,Month-to-Month,No,Electronic_Check,No
23,81.33,1949.59,Two-Year,Fiber_Optic,Electronic_Check,Yes
61,43.61,2582.38,Month-to-Month,No,Electronic_Check,Yes
21,74.95,1544.62,Two-Year,Fiber_Optic,Credit_Card,No
55,38.27,2171.7,Two-Year,No,Electronic_Check,No
65,37.2,2309.29,One-Year,Fiber_Optic,Electronic_Check,No
24,98.44,2309.5,One-Year,Fiber_Optic,Bank_Transfer,Yes
53,65.48,3545.86,One-Year,DSL,Credit_Card,No
69,107.8,7221.09,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
7,73.36,532.26,One-Year,Fiber_Optic,Mailed_Check,No
45,33.17,1541.31,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
9,33.39,311.2,Two-Year,No,Mailed_Check,No
46,109.62,4913.77,Two-Year,DSL,Bank_Transfer,Yes
18,45.42,822.9,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
21,45.66,921.43,Month-to-Month,Fiber_Optic,Credit_Card,Yes
62,35.06,2163.94,Two-Year,DSL,Credit_Card,No
60,72.07,4503.92,Month-to-Month,No,Credit_Card,Yes
50,87.83,4203.88,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
48,87.4,4186.26,Two-Year,Fiber_Optic,Electronic_Check,No
53,87.27,4616.25,Month-to-Month,DSL,Bank_Transfer,Yes
26,31.91,826.17,One-Year,No,Electronic_Check,No
35,86.71,3121.78,Two-Year,Fiber_Optic,Electronic_Check,No
2,62.96,129.4,Two-Year,Fiber_Optic,Mailed_Check,Yes
28,70.09,1937.35,Two-Year,Fiber_Optic,Credit_Card,No
50,87.18,4218.29,Two-Year,Fiber_Optic,Bank_Transfer,Yes
32,60.31,1888.93,One-Year,Fiber_Optic,Electronic_Check,No
1,58.19,56.82,Two-Year,No,Mailed_Check,Yes
37,83.05,2962.89,Month-to-Month,Fiber_Optic,Electronic_Check,No
14,66.04,936.34,Month-to-Month,No,Electronic_Check,Yes
13,110.5,1484.09,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
56,60.75,3518.4,Month-to-Month,DSL,Mailed_Check,No
4,100.08,396.43,Two-Year,DSL,Credit_Card,No
18,58.39,1053.46,Month-to-Month,DSL,Electronic_Check,No
71,20.52,1512.96,Month-to-Month,DSL,Credit_Card,No
34,94.25,3343.63,One-Year,DSL,Mailed_Check,Yes
12,30.93,378.0,Two-Year,Fiber_Optic,Electronic_Check,No
2,26.06,53.43,Month-to-Month,DSL,Electronic_Check,Yes
25,39.88,993.28,One-Year,Fiber_Optic,Credit_Card,No
17,68.04,1179.99,One-Year,Fiber_Optic,Electronic_Check,No
55,53.24,2791.23,One-Year,Fiber_Optic,Credit_Card,Yes
23,46.14,1040.61,One-Year,DSL,Bank_Transfer,No
22,46.98,987.96,Two-Year,No,Mailed_Check,No
27,82.46,2257.4,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
43,65.77,2723.77,Month-to-Month,DSL,Bank_Transfer,Yes
53,20.97,1111.06,Two-Year,DSL,Mailed_Check,No
55,69.17,3955.32,Month-to-Month,No,Bank_Transfer,Yes
2,67.31,137.55,One-Year,Fiber_Optic,Bank_Transfer,Yes
5,57.23,275.44,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
20,84.76,1723.82,Two-Year,DSL,Electronic_Check,Yes
14,40.59,548.37,Two-Year,Fiber_Optic,Electronic_Check,No
65,113.0,7121.19,Month-to-Month,DSL,Mailed_Check,No
49,79.46,3847.37,One-Year,DSL,Credit_Card,No
67,26.94,1801.64,Month-to-Month,Fiber_Optic,Mailed_Check,No
52,61.84,3224.18,One-Year,No,Mailed_Check,No
27,47.97,1270.77,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
47,84.26,4043.51,Month-to-Month,Fiber_Optic,Credit_Card,No
59,39.21,2426.78,Two-Year,DSL,Bank_Transfer,No
57,88.91,5303.39,Two-Year,DSL,Bank_Transfer,No
36,82.63,3103.25,Month-to-Month,No,Electronic_Check,No
27,64.85,1680.43,One-Year,Fiber_Optic,Bank_Transfer,Yes
67,48.64,3361.65,Month-to-Month,Fiber_Optic,Bank_Transfer,No
39,73.31,2751.85,One-Year,No,Credit_Card,No
62,44.37,2751.61,Two-Year,DSL,Credit_Card,No
22,31.06,710.36,Month-to-Month,Fiber_Optic,Credit_Card,Yes
9,35.06,324.9,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
34,84.64,3005.65,One-Year,DSL,Mailed_Check,Yes
31,25.21,787.07,Month-to-Month,Fiber_Optic,Electronic_Check,No
44,107.48,4538.35,Month-to-Month,DSL,Bank_Transfer,Yes
5,36.82,179.3,Month-to-Month,Fiber_Optic,Electronic_Check,No
59,64.01,3945.28,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
2,112.46,216.82,One-Year,Fiber_Optic,Electronic_Check,Yes
33,54.06,1761.73,Month-to-Month,Fiber_Optic,Electronic_Check,No
8,76.1,628.97,Month-to-Month,DSL,Mailed_Check,Yes
66,97.96,6420.25,One-Year,DSL,Electronic_Check,No
22,109.54,2349.26,One-Year,DSL,Electronic_Check,Yes
64,83.2,5152.06,Month-to-Month,Fiber_Optic,Electronic_Check,No
36,49.36,1767.88,Two-Year,Fiber_Optic,Electronic_Check,No
10,80.15,778.5,One-Year,Fiber_Optic,Credit_Card,Yes
5,22.45,116.86,One-Year,Fiber_Optic,Electronic_Check,Yes
35,48.88,1672.1,Month-to-Month,DSL,Electronic_Check,No
38,45.03,1755.91,Month-to-Month,Fiber_Optic,Bank_Transfer,No
40,43.07,1703.27,Month-to-Month,Fiber_Optic,Mailed_Check,No
41,31.91,1263.43,One-Year,No,Bank_Transfer,Yes
55,66.01,3693.76,One-Year,DSL,Mailed_Check,No
18,35.64,672.79,Month-to-Month,Fiber_Optic,Bank_Transfer,No
15,65.78,970.76,One-Year,Fiber_Optic,Credit_Card,No
62,29.03,1848.08,Month-to-Month,DSL,Bank_Transfer,No
63,28.68,1873.65,One-Year,DSL,Mailed_Check,No
52,112.93,5976.25,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
44,62.33,2733.71,Two-Year,Fiber_Optic,Electronic_Check,No
65,38.52,2518.04,One-Year,Fiber_Optic,Bank_Transfer,No
29,96.57,2722.11,Month-to-Month,DSL,Bank_Transfer,Yes
54,114.18,6397.59,Two-Year,No,Bank_Transfer,No
10,26.96,270.29,One-Year,DSL,Credit_Card,No
13,24.23,317.53,Month-to-Month,DSL,Credit_Card,Yes
64,50.77,3243.3,Two-Year,No,Bank_Transfer,No
71,71.04,5250.81,One-Year,DSL,Bank_Transfer,No
37,80.67,2976.66,Month-to-Month,DSL,Electronic_Check,Yes
64,82.99,5111.93,Two-Year,DSL,Bank_Transfer,No
60,94.55,5587.3,One-Year,DSL,Credit_Card,Yes
39,37.5,1481.31,Month-to-Month,DSL,Credit_Card,No
15,57.69,840.16,Month-to-Month,DSL,Bank_Transfer,Yes
49,58.98,2832.05,Month-to-Month,DSL,Electronic_Check,Yes
45,22.9,1031.73,Month-to-Month,DSL,Mailed_Check,Yes
53,61.85,3284.12,One-Year,DSL,Electronic_Check,No
56,76.56,4496.49,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
44,110.67,4916.68,Two-Year,Fiber_Optic,Mailed_Check,No
25,47.72,1231.58,Two-Year,Fiber_Optic,Bank_Transfer,No
70,69.9,4758.62,Month-to-Month,Fiber_Optic,Bank_Transfer,No
1,48.37,49.36,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
19,88.73,1712.67,One-Year,Fiber_Optic,Mailed_Check,No
9,60.86,552.25,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
46,80.6,3813.6,Month-to-Month,DSL,Credit_Card,No
16,52.15,810.62,One-Year,Fiber_Optic,Credit_Card,No
67,70.01,4577.95,Month-to-Month,DSL,Electronic_Check,Yes
35,37.7,1339.12,Two-Year,Fiber_Optic,Mailed_Check,No
31,86.78,2732.38,Month-to-Month,DSL,Credit_Card,Yes
24,39.89,911.82,One-Year,Fiber_Optic,Bank_Transfer,No
11,96.08,1096.07,Month-to-Month,DSL,Electronic_Check,Yes
50,108.59,5411.01,Month-to-Month,Fiber_Optic,Credit_Card,No
3,73.16,215.12,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
37,101.12,3588.8,Month-to-Month,DSL,Electronic_Check,Yes
1,79.95,80.84,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
57,62.02,3666.98,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
14,26.27,369.69,One-Year,DSL,Credit_Card,No
69,84.51,5544.08,Month-to-Month,Fiber_Optic,Electronic_Check,No
60,93.83,5824.64,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
65,53.77,3333.54,One-Year,Fiber_Optic,Credit_Card,No
40,29.79,1227.94,One-Year,No,Bank_Transfer,No
10,86.35,877.04,Month-to-Month,DSL,Mailed_Check,No
27,48.62,1338.48,One-Year,DSL,Bank_Transfer,No
8,27.73,212.7,One-Year,No,Electronic_Check,Yes
62,108.02,6939.13,Month-to-Month,Fiber_Optic,Mailed_Check,No
59,52.56,3040.89,One-Year,DSL,Mailed_Check,No
58,105.54,6152.05,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
12,43.04,536.28,Month-to-Month,DSL,Credit_Card,Yes
13,62.92,822.52,Month-to-Month,Fiber_Optic,Electronic_Check,No
69,74.9,5168.92,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
64,66.15,4065.07,Month-to-Month,DSL,Electronic_Check,No
64,44.03,2881.99,Two-Year,DSL,Mailed_Check,No
61,93.76,5837.39,One-Year,No,Electronic_Check,No
40,47.38,1854.1,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
55,95.62,5324.07,Month-to-Month,DSL,Electronic_Check,Yes
30,21.11,639.47,Month-to-Month,DSL,Bank_Transfer,No
39,109.01,4381.44,Month-to-Month,DSL,Bank_Transfer,Yes
70,114.35,8273.41,Month-to-Month,No,Bank_Transfer,Yes
71,28.42,2011.13,Month-to-Month,No,Credit_Card,Yes
16,64.61,984.22,Month-to-Month,No,Bank_Transfer,No
34,97.6,3235.72,Two-Year,DSL,Bank_Transfer,No
46,72.51,3493.11,Month-to-Month,DSL,Credit_Card,Yes
41,58.04,2335.81,Month-to-Month,Fiber_Optic,Electronic_Check,No
9,37.03,338.87,Month-to-Month,Fiber_Optic,Credit_Card,Yes
17,46.83,810.23,Month-to-Month,DSL,Bank_Transfer,Yes
2,80.44,160.51,Month-to-Month,DSL,Credit_Card,Yes
59,74.08,4539.28,Month-to-Month,DSL,Credit_Card,No
30,87.85,2759.55,One-Year,DSL,Mailed_Check,No
27,90.33,2560.71,Month-to-Month,DSL,Electronic_Check,Yes
11,100.21,1152.17,Two-Year,DSL,Bank_Transfer,Yes
4,107.71,413.89,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
31,74.66,2357.28,One-Year,Fiber_Optic,Electronic_Check,Yes
23,102.86,2402.94,Month-to-Month,No,Electronic_Check,Yes
45,48.7,2296.79,Month-to-Month,DSL,Electronic_Check,No
36,113.96,4279.22,Two-Year,DSL,Electronic_Check,Yes
45,88.72,3946.85,Two-Year,No,Bank_Transfer,No
7,71.39,503.14,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
54,104.67,5801.99,Month-to-Month,No,Credit_Card,No
30,76.1,2369.66,Month-to-Month,DSL,Credit_Card,No
28,107.3,3125.72,Two-Year,Fiber_Optic,Electronic_Check,No
17,100.76,1704.14,Two-Year,DSL,Electronic_Check,No
51,70.45,3694.15,Two-Year,Fiber_Optic,Electronic_Check,No
15,110.27,1632.55,Two-Year,DSL,Mailed_Check,No
40,30.42,1172.88,One-Year,DSL,Electronic_Check,No
2,109.66,215.31,Month-to-Month,No,Electronic_Check,Yes
34,26.83,895.86,Month-to-Month,Fiber_Optic,Bank_Transfer,No
62,68.14,4088.02,One-Year,DSL,Electronic_Check,Yes
10,101.27,1001.06,Month-to-Month,DSL,Electronic_Check,Yes
37,35.53,1276.81,Two-Year,No,Mailed_Check,No
24,20.41,469.71,One-Year,DSL,Bank_Transfer,No
29,87.36,2584.19,One-Year,Fiber_Optic,Mailed_Check,No
35,53.83,1950.94,Month-to-Month,Fiber_Optic,Mailed_Check,No
70,33.58,2304.1,Month-to-Month,Fiber_Optic,Bank_Transfer,No
40,59.32,2382.61,Two-Year,Fiber_Optic,Electronic_Check,Yes
27,106.97,2861.5,Two-Year,Fiber_Optic,Credit_Card,No
15,90.6,1372.76,Month-to-Month,No,Electronic_Check,Yes
44,40.78,1865.84,Month-to-Month,Fiber_Optic,Electronic_Check,No
4,33.97,130.8,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
19,95.6,1756.38,Two-Year,Fiber_Optic,Bank_Transfer,Yes
55,50.44,2815.57,One-Year,Fiber_Optic,Bank_Transfer,No
7,105.34,706.71,Month-to-Month,DSL,Credit_Card,Yes
62,50.49,3090.15,One-Year,No,Electronic_Check,Yes
57,51.34,2857.53,One-Year,DSL,Bank_Transfer,No
19,100.68,1944.42,Two-Year,Fiber_Optic,Electronic_Check,No
35,26.35,959.46,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
13,25.7,331.87,Two-Year,Fiber_Optic,Electronic_Check,No
69,32.52,2344.94,Month-to-Month,Fiber_Optic,Mailed_Check,No
47,96.46,4619.79,One-Year,Fiber_Optic,Mailed_Check,No
6,79.22,456.28,Month-to-Month,DSL,Bank_Transfer,Yes
42,105.26,4632.77,One-Year,DSL,Mailed_Check,No
44,55.66,2525.48,One-Year,Fiber_Optic,Bank_Transfer,No
24,72.35,1714.1,Two-Year,DSL,Bank_Transfer,No
53,110.27,6096.95,Month-to-Month,DSL,Bank_Transfer,Yes
48,94.38,4487.49,Month-to-Month,Fiber_Optic,Bank_Transfer,No
1,67.85,67.93,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
5,40.41,195.56,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
8,85.18,696.04,Two-Year,DSL,Electronic_Check,No
54,86.53,4602.44,One-Year,DSL,Credit_Card,Yes
62,86.57,5593.03,Month-to-Month,Fiber_Optic,Credit_Card,No
30,34.77,1064.7,Month-to-Month,No,Mailed_Check,No
69,63.33,4382.98,Two-Year,No,Bank_Transfer,No
40,99.52,3834.06,Two-Year,Fiber_Optic,Electronic_Check,No
25,107.23,2813.45,One-Year,DSL,Bank_Transfer,Yes
61,111.87,7037.25,Month-to-Month,DSL,Credit_Card,Yes
66,60.69,4153.89,Month-to-Month,DSL,Credit_Card,No
71,63.15,4271.89,One-Year,Fiber_Optic,Credit_Card,Yes
69,92.14,6273.34,Month-to-Month,DSL,Credit_Card,Yes
20,73.52,1508.09,One-Year,Fiber_Optic,Mailed_Check,No
28,74.08,2103.39,One-Year,No,Mailed_Check,Yes
18,83.53,1575.28,Two-Year,DSL,Credit_Card,No
40,35.1,1372.73,Two-Year,No,Electronic_Check,No
16,55.83,884.74,Month-to-Month,No,Bank_Transfer,Yes
28,81.46,2356.5,Month-to-Month,No,Credit_Card,Yes
32,78.44,2398.47,Month-to-Month,DSL,Credit_Card,Yes
54,82.68,4611.93,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
67,52.48,3675.9,Month-to-Month,DSL,Electronic_Check,No
22,31.37,706.14,Two-Year,Fiber_Optic,Electronic_Check,No
32,77.77,2487.23,One-Year,No,Credit_Card,No
43,101.77,4488.86,Month-to-Month,DSL,Electronic_Check,Yes
32,52.19,1595.8,Month-to-Month,DSL,Credit_Card,Yes
59,40.34,2485.25,One-Year,Fiber_Optic,Bank_Transfer,No
14,91.05,1311.22,One-Year,DSL,Electronic_Check,Yes
20,33.56,662.21,Two-Year,DSL,Bank_Transfer,No
25,111.44,2786.84,Month-to-Month,No,Electronic_Check,Yes
12,98.87,1203.3,Month-to-Month,No,Electronic_Check,Yes
48,105.74,5175.96,Month-to-Month,Fiber_Optic,Credit_Card,No
53,67.48,3401.34,Month-to-Month,DSL,Mailed_Check,No
8,48.99,401.56,Month-to-Month,Fiber_Optic,Credit_Card,Yes
11,75.47,790.68,Month-to-Month,Fiber_Optic,Electronic_Check,No
34,37.71,1248.73,Month-to-Month,Fiber_Optic,Bank_Transfer,No
62,20.68,1339.91,One-Year,Fiber_Optic,Bank_Transfer,Yes
44,55.23,2315.69,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
11,96.26,1046.82,Month-to-Month,Fiber_Optic,Bank_Transfer,Yes
3,40.2,116.48,One-Year,No,Electronic_Check,Yes
18,45.9,828.44,Month-to-Month,Fiber_Optic,Mailed_Check,No
46,85.48,3884.5,Month-to-Month,Fiber_Optic,Mailed_Check,No
27,75.13,1958.68,Two-Year,No,Electronic_Check,No
59,54.32,3191.67,Month-to-Month,Fiber_Optic,Mailed_Check,Yes
33,90.01,2921.1,One-Year,Fiber_Optic,Mailed_Check,Yes
30,37.76,1095.31,Month-to-Month,Fiber_Optic,Credit_Card,Yes
51,104.83,5227.43,Month-to-Month,DSL,Bank_Transfer,No
62,52.04,3375.93,Month-to-Month,Fiber_Optic,Credit_Card,Yes
39,90.86,3466.03,Month-to-Month,Fiber_Optic,Bank_Transfer,No
69,82.82,5860.62,Two-Year,DSL,Electronic_Check,No
41,63.75,2720.47,One-Year,DSL,Credit_Card,No
46,48.2,2311.25,Month-to-Month,Fiber_Optic,Mailed_Check,No
33,66.63,2283.78,Month-to-Month,Fiber_Optic,Electronic_Check,No
22,41.17,861.33,Month-to-Month,DSL,Credit_Card,No
31,97.17,2974.22,Month-to-Month,No,Bank_Transfer,No
35,100.2,3376.98,One-Year,No,Mailed_Check,No
71,108.64,7522.05,One-Year,DSL,Bank_Transfer,No
35,101.45,3616.75,Month-to-Month,DSL,Electronic_Check,Yes
12,108.71,1304.67,One-Year,Fiber_Optic,Mailed_Check,Yes
68,37.52,2514.71,Month-to-Month,DSL,Electronic_Check,No
57,59.59,3323.97,Month-to-Month,Fiber_Optic,Electronic_Check,No
1,47.66,47.87,Two-Year,DSL,Mailed_Check,No
59,25.2,1462.84,One-Year,Fiber_Optic,Electronic_Check,No
48,31.23,1558.32,One-Year,Fiber_Optic,Electronic_Check,No
55,54.84,3009.43,Month-to-Month,Fiber_Optic,Electronic_Check,No
22,78.5,1760.7,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
61,82.37,5137.18,One-Year,No,Bank_Transfer,No
20,80.9,1661.2,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
34,110.45,3778.55,Month-to-Month,No,Credit_Card,No
24,70.6,1736.18,Two-Year,DSL,Mailed_Check,Yes
57,75.11,4428.47,Month-to-Month,Fiber_Optic,Electronic_Check,No
68,34.83,2356.82,Two-Year,Fiber_Optic,Electronic_Check,No
16,78.41,1263.43,One-Year,DSL,Bank_Transfer,Yes
4,48.59,191.9,Month-to-Month,No,Credit_Card,Yes
27,72.75,1887.25,One-Year,Fiber_Optic,Electronic_Check,No
27,75.18,2052.98,Month-to-Month,DSL,Bank_Transfer,Yes
16,59.87,957.54,One-Year,Fiber_Optic,Credit_Card,Yes
62,96.47,5704.44,Two-Year,Fiber_Optic,Bank_Transfer,Yes
35,24.31,856.04,Month-to-Month,Fiber_Optic,Electronic_Check,No
37,52.67,2008.85,One-Year,Fiber_Optic,Electronic_Check,No
16,31.62,481.92,Month-to-Month,DSL,Bank_Transfer,Yes
41,62.56,2625.34,Month-to-Month,Fiber_Optic,Mailed_Check,No
19,101.21,1949.96,One-Year,Fiber_Optic,Credit_Card,Yes
56,28.45,1595.13,Two-Year,DSL,Electronic_Check,No
43,39.02,1709.81,Month-to-Month,DSL,Credit_Card,Yes
27,77.06,2077.47,Month-to-Month,Fiber_Optic,Electronic_Check,No
51,25.08,1273.1,Month-to-Month,No,Credit_Card,No
41,77.59,3253.79,Month-to-Month,DSL,Credit_Card,Yes
61,32.95,1925.62,One-Year,Fiber_Optic,Mailed_Check,No
11,62.59,660.54,One-Year,DSL,Mailed_Check,Yes
71,66.74,4918.12,One-Year,DSL,Electronic_Check,No
25,54.41,1389.16,One-Year,No,Bank_Transfer,No
51,64.58,3278.45,Month-to-Month,Fiber_Optic,Electronic_Check,No
47,40.81,1838.68,Month-to-Month,DSL,Electronic_Check,Yes
26,47.07,1270.32,Month-to-Month,DSL,Bank_Transfer,Yes
34,52.88,1864.29,Month-to-Month,Fiber_Optic,Electronic_Check,Yes
37,105.33,3757.58,Two-Year,Fiber_Optic,Electronic_Check,Yes
32,57.5,1784.76,Month-to-Month,No,Mailed_Check,No
