age,annual_income,credit_score,debt_to_income,loan_amount,employment_years,home_ownership,loan_intent,default_risk
69,25900.0,449,0.219,10500.0,33,MORTGAGE,PERSONAL,Low
25,114900.0,662,0.161,26300.0,4,OWN,MEDICAL,Low
45,99800.0,838,0.092,19600.0,15,MORTGAGE,PERSONAL,Low
55,106200.0,838,0.509,13300.0,10,RENT,VENTURE,Low
43,130600.0,800,0.314,40900.0,8,MORTGAGE,EDUCATION,Low
41,23600.0,744,0.15,5900.0,8,MORTGAGE,VENTURE,Low
39,18000.0,560,0.339,8900.0,2,RENT,EDUCATION,High
21,88200.0,502,0.65,31100.0,1,MORTGAGE,EDUCATION,High
29,85100.0,486,0.397,13600.0,3,RENT,EDUCATION,High
70,52800.0,515,0.548,12500.0,6,RENT,EDUCATION,High
55,74700.0,396,0.116,30400.0,20,OWN,MEDICAL,Low
26,30100.0,523,0.061,5600.0,1,MORTGAGE,VENTURE,Low
66,25700.0,573,0.218,8500.0,32,MORTGAGE,PERSONAL,Low
60,44800.0,401,0.276,13400.0,6,MORTGAGE,EDUCATION,High
45,61900.0,430,0.176,9700.0,16,MORTGAGE,MEDICAL,Low
34,69700.0,728,0.162,15500.0,2,RENT,EDUCATION,Low
67,44700.0,653,0.242,10100.0,26,OWN,EDUCATION,Low
57,69000.0,495,0.239,23500.0,4,RENT,MEDICAL,Low
33,100200.0,499,0.299,36100.0,9,RENT,PERSONAL,High
31,64100.0,413,0.158,22600.0,4,MORTGAGE,EDUCATION,Low
34,35500.0,760,0.366,17700.0,8,RENT,PERSONAL,Low
31,133800.0,479,0.118,34500.0,5,RENT,MEDICAL,Low
69,23500.0,516,0.245,4400.0,39,OWN,PERSONAL,Low
41,54200.0,393,0.391,24500.0,13,OWN,EDUCATION,High
67,152400.0,729,0.337,34100.0,30,OWN,MEDICAL,Low
31,213100.0,789,0.264,47100.0,8,MORTGAGE,MEDICAL,Low
47,127800.0,705,0.383,50000.0,7,RENT,MEDICAL,High
64,37000.0,464,0.067,9600.0,14,MORTGAGE,PERSONAL,High
49,18000.0,442,0.128,3300.0,3,RENT,MEDICAL,High
28,36000.0,775,0.122,9600.0,1,MORTGAGE,EDUCATION,Low
39,46800.0,387,0.074,11600.0,12,RENT,EDUCATION,High
70,51900.0,387,0.082,23100.0,30,RENT,EDUCATION,High
22,26200.0,450,0.65,11200.0,1,MORTGAGE,PERSONAL,High
34,35300.0,792,0.644,9600.0,6,MORTGAGE,PERSONAL,Low
40,55400.0,630,0.094,11100.0,8,MORTGAGE,EDUCATION,Low
32,50500.0,769,0.436,6900.0,2,MORTGAGE,PERSONAL,Low
71,106500.0,770,0.365,33300.0,40,MORTGAGE,EDUCATION,Low
54,69000.0,636,0.425,8600.0,9,MORTGAGE,VENTURE,High
46,69900.0,698,0.468,10300.0,7,RENT,EDUCATION,High
30,35300.0,457,0.214,6300.0,2,MORTGAGE,PERSONAL,Low
62,51200.0,395,0.263,23000.0,5,MORTGAGE,MEDICAL,High
27,18000.0,385,0.22,2800.0,1,MORTGAGE,VENTURE,High
29,38100.0,652,0.423,6700.0,7,RENT,EDUCATION,Low
42,18700.0,694,0.29,4200.0,9,RENT,PERSONAL,High
58,53300.0,522,0.242,16900.0,21,RENT,VENTURE,High
62,68200.0,709,0.069,23300.0,17,RENT,PERSONAL,Low
51,52700.0,685,0.387,8600.0,6,RENT,PERSONAL,Low
45,122500.0,409,0.39,30500.0,16,MORTGAGE,MEDICAL,High
71,32500.0,838,0.65,12300.0,27,MORTGAGE,VENTURE,Low
32,46100.0,525,0.563,19300.0,6,MORTGAGE,VENTURE,High
36,35000.0,790,0.308,3500.0,2,RENT,PERSONAL,Low
65,40200.0,399,0.169,8900.0,34,MORTGAGE,MEDICAL,Low
44,108500.0,735,0.412,50000.0,17,RENT,PERSONAL,High
61,21200.0,408,0.325,2600.0,18,OWN,EDUCATION,High
34,132500.0,659,0.411,39800.0,2,MORTGAGE,EDUCATION,Low
45,111100.0,677,0.134,42800.0,8,MORTGAGE,VENTURE,Low
58,69800.0,572,0.162,22800.0,23,MORTGAGE,EDUCATION,High
58,39600.0,459,0.244,13500.0,15,RENT,EDUCATION,Low
24,56600.0,804,0.535,9000.0,2,RENT,PERSONAL,High
69,38500.0,835,0.404,16400.0,25,RENT,PERSONAL,Low
58,118900.0,474,0.314,50000.0,4,RENT,MEDICAL,Low
36,24800.0,570,0.06,7000.0,11,MORTGAGE,EDUCATION,Low
63,27200.0,501,0.607,4500.0,14,RENT,EDUCATION,High
35,50100.0,807,0.339,10400.0,9,RENT,MEDICAL,Low
33,18000.0,687,0.162,5100.0,3,OWN,PERSONAL,High
34,118700.0,540,0.149,45900.0,7,MORTGAGE,PERSONAL,High
39,40300.0,427,0.206,12600.0,5,OWN,MEDICAL,Low
21,77300.0,510,0.275,36600.0,1,RENT,EDUCATION,High
38,54500.0,525,0.208,27000.0,7,MORTGAGE,PERSONAL,High
60,18000.0,776,0.183,4900.0,32,MORTGAGE,VENTURE,Low
65,50300.0,437,0.397,9300.0,21,OWN,PERSONAL,High
59,63100.0,533,0.167,24400.0,11,RENT,VENTURE,High
28,23900.0,391,0.356,7500.0,4,RENT,PERSONAL,High
43,26600.0,696,0.396,9200.0,14,MORTGAGE,VENTURE,Low
67,25900.0,732,0.312,4600.0,36,RENT,MEDICAL,Low
64,78200.0,711,0.05,36400.0,25,RENT,MEDICAL,High
25,22900.0,742,0.27,9700.0,1,RENT,PERSONAL,Low
27,28200.0,634,0.553,12900.0,1,RENT,VENTURE,High
22,46400.0,788,0.175,22200.0,1,MORTGAGE,PERSONAL,Low
69,52500.0,464,0.428,25200.0,37,RENT,PERSONAL,High
62,33900.0,797,0.179,9500.0,31,RENT,EDUCATION,Low
58,125300.0,564,0.322,32300.0,21,OWN,VENTURE,Low
24,128900.0,429,0.433,50000.0,3,RENT,VENTURE,Low
23,22700.0,674,0.234,7700.0,2,MORTGAGE,VENTURE,High
49,144100.0,646,0.249,50000.0,17,MORTGAGE,EDUCATION,Low
29,64500.0,384,0.271,15200.0,7,MORTGAGE,PERSONAL,High
47,72700.0,704,0.65,11500.0,21,MORTGAGE,EDUCATION,Low
26,78100.0,456,0.192,36300.0,3,RENT,VENTURE,High
66,21100.0,577,0.05,2400.0,25,RENT,PERSONAL,Low
55,22700.0,384,0.392,8300.0,23,RENT,VENTURE,High
55,65000.0,717,0.218,12700.0,7,OWN,PERSONAL,High
60,31400.0,751,0.18,15000.0,27,OWN,MEDICAL,Low
71,250000.0,804,0.188,37600.0,29,MORTGAGE,PERSONAL,Low
61,37100.0,409,0.3,15200.0,4,MORTGAGE,MEDICAL,High
55,85900.0,412,0.147,30500.0,18,RENT,MEDICAL,High
32,27000.0,561,0.6,3300.0,4,RENT,PERSONAL,High
38,179300.0,447,0.213,48000.0,6,MORTGAGE,VENTURE,High
41,151400.0,698,0.493,50000.0,6,RENT,MEDICAL,Low
68,19700.0,518,0.22,6400.0,32,MORTGAGE,VENTURE,High
55,60500.0,547,0.135,26900.0,24,MORTGAGE,VENTURE,Low
25,51600.0,447,0.385,5400.0,3,MORTGAGE,MEDICAL,High
54,124500.0,535,0.185,50000.0,23,RENT,MEDICAL,Low
55,18000.0,432,0.395,7600.0,9,RENT,MEDICAL,High
68,39900.0,640,0.335,7100.0,8,RENT,PERSONAL,Low
26,82500.0,431,0.29,11500.0,2,RENT,EDUCATION,Low
25,38700.0,431,0.476,15900.0,1,OWN,VENTURE,High
30,32100.0,776,0.402,6900.0,8,MORTGAGE,PERSONAL,High
55,19400.0,633,0.587,2100.0,5,RENT,PERSONAL,High
40,58300.0,679,0.333,10600.0,6,MORTGAGE,PERSONAL,High
50,41000.0,666,0.417,20300.0,5,RENT,PERSONAL,High
46,19200.0,626,0.146,8500.0,9,RENT,VENTURE,Low
60,50300.0,414,0.094,19600.0,20,RENT,MEDICAL,High
23,30000.0,665,0.29,4900.0,1,RENT,PERSONAL,Low
66,54600.0,387,0.136,21400.0,28,MORTGAGE,PERSONAL,High
41,71900.0,833,0.605,35700.0,13,RENT,VENTURE,Low
57,90000.0,536,0.384,15000.0,23,RENT,EDUCATION,High
48,57500.0,774,0.454,22100.0,15,OWN,EDUCATION,Low
70,25000.0,495,0.242,4800.0,34,OWN,VENTURE,Low
35,40700.0,585,0.459,5600.0,2,MORTGAGE,EDUCATION,High
61,37000.0,568,0.137,18300.0,7,OWN,VENTURE,Low
41,86200.0,666,0.65,42300.0,9,RENT,PERSONAL,High
70,30200.0,800,0.05,3100.0,26,RENT,PERSONAL,Low
60,117100.0,601,0.65,15700.0,5,RENT,PERSONAL,High
49,45500.0,714,0.586,19800.0,9,RENT,MEDICAL,High
30,69600.0,459,0.32,7300.0,5,MORTGAGE,MEDICAL,High
28,35300.0,418,0.357,4700.0,4,MORTGAGE,PERSONAL,High
36,98100.0,778,0.238,11300.0,9,MORTGAGE,PERSONAL,Low
67,32400.0,790,0.208,4500.0,29,MORTGAGE,EDUCATION,Low
35,126300.0,520,0.142,21300.0,4,RENT,EDUCATION,Low
70,60300.0,695,0.4,28100.0,21,MORTGAGE,MEDICAL,Low
33,75400.0,484,0.507,13400.0,6,MORTGAGE,PERSONAL,Low
27,66100.0,698,0.395,21300.0,6,RENT,VENTURE,Low
22,28600.0,644,0.417,7400.0,0,RENT,EDUCATION,High
39,109600.0,621,0.253,21600.0,5,RENT,VENTURE,High
69,18300.0,840,0.575,7500.0,27,MORTGAGE,EDUCATION,Low
56,49700.0,723,0.163,12700.0,24,MORTGAGE,PERSONAL,Low
46,75500.0,458,0.396,24400.0,3,MORTGAGE,PERSONAL,Low
26,87500.0,563,0.352,43400.0,2,MORTGAGE,EDUCATION,Low
37,31800.0,798,0.185,10300.0,11,RENT,EDUCATION,Low
25,34700.0,741,0.394,12700.0,3,MORTGAGE,VENTURE,High
65,40600.0,595,0.259,18300.0,21,MORTGAGE,MEDICAL,High
32,25100.0,521,0.296,11500.0,5,MORTGAGE,MEDICAL,High
22,40000.0,464,0.117,17000.0,1,MORTGAGE,EDUCATION,High
37,26900.0,391,0.149,13300.0,7,OWN,EDUCATION,High
26,62100.0,505,0.476,16600.0,2,OWN,PERSONAL,High
61,41000.0,839,0.521,12500.0,27,MORTGAGE,PERSONAL,Low
21,28200.0,719,0.404,7400.0,0,MORTGAGE,EDUCATION,Low
58,29300.0,518,0.312,13200.0,21,RENT,PERSONAL,High
22,50300.0,841,0.268,15200.0,1,MORTGAGE,PERSONAL,Low
67,28000.0,621,0.24,7200.0,17,RENT,EDUCATION,Low
21,19800.0,776,0.519,4100.0,1,RENT,MEDICAL,Low
58,23600.0,757,0.422,7900.0,24,MORTGAGE,EDUCATION,Low
52,52800.0,821,0.45,19000.0,5,OWN,EDUCATION,Low
31,18000.0,405,0.46,7800.0,5,MORTGAGE,PERSONAL,High
57,48400.0,806,0.114,19600.0,13,MORTGAGE,PERSONAL,Low
35,75600.0,722,0.348,13700.0,9,MORTGAGE,VENTURE,Low
39,31300.0,416,0.553,4800.0,7,OWN,MEDICAL,High
39,37900.0,497,0.223,18400.0,12,RENT,EDUCATION,High
68,18500.0,390,0.65,2700.0,38,RENT,PERSONAL,High
70,25100.0,446,0.332,3900.0,39,MORTGAGE,PERSONAL,High
59,32100.0,464,0.405,10900.0,11,MORTGAGE,PERSONAL,High
25,55600.0,665,0.197,7300.0,2,MORTGAGE,VENTURE,Low
71,35800.0,527,0.279,12000.0,7,OWN,VENTURE,High
37,22800.0,490,0.342,3400.0,10,OWN,EDUCATION,High
60,32500.0,745,0.079,12400.0,14,RENT,PERSONAL,Low
65,21700.0,595,0.348,9900.0,33,RENT,EDUCATION,Low
47,129200.0,495,0.105,49500.0,10,RENT,EDUCATION,Low
65,30900.0,788,0.217,12300.0,28,RENT,EDUCATION,Low
23,114600.0,581,0.054,38100.0,0,MORTGAGE,PERSONAL,Low
41,18000.0,468,0.437,5700.0,15,RENT,MEDICAL,High
27,25200.0,441,0.271,3000.0,2,MORTGAGE,PERSONAL,High
55,108700.0,760,0.107,33800.0,23,MORTGAGE,EDUCATION,Low
37,38500.0,638,0.481,9000.0,4,MORTGAGE,VENTURE,High
61,167200.0,726,0.05,50000.0,20,MORTGAGE,MEDICAL,Low
27,75200.0,723,0.428,33300.0,4,RENT,EDUCATION,Low
48,106800.0,666,0.05,47000.0,14,MORTGAGE,VENTURE,Low
53,18000.0,542,0.061,7800.0,23,OWN,PERSONAL,Low
62,51700.0,532,0.637,18700.0,21,RENT,MEDICAL,High
24,37400.0,711,0.382,16700.0,2,RENT,MEDICAL,Low
29,122300.0,473,0.178,21100.0,5,MORTGAGE,EDUCATION,High
48,35200.0,691,0.301,17200.0,16,MORTGAGE,PERSONAL,High
22,46500.0,420,0.194,18300.0,0,MORTGAGE,MEDICAL,High
39,28200.0,695,0.246,9200.0,3,MORTGAGE,MEDICAL,Low
21,18000.0,542,0.121,8600.0,0,MORTGAGE,PERSONAL,High
40,65700.0,720,0.461,31100.0,2,MORTGAGE,VENTURE,Low
59,36500.0,753,0.594,10500.0,8,MORTGAGE,VENTURE,Low
25,55900.0,513,0.258,23400.0,2,OWN,EDUCATION,High
36,24900.0,493,0.413,11700.0,2,RENT,PERSONAL,High
57,43300.0,736,0.375,6500.0,13,MORTGAGE,PERSONAL,High
55,26700.0,684,0.246,8000.0,27,RENT,PERSONAL,Low
59,32600.0,811,0.544,3300.0,7,RENT,PERSONAL,Low
69,49300.0,421,0.384,10300.0,35,RENT,VENTURE,Low
37,32200.0,515,0.246,8500.0,2,RENT,PERSONAL,High
29,62300.0,767,0.213,30500.0,5,OWN,VENTURE,Low
40,22100.0,409,0.384,10600.0,3,RENT,EDUCATION,High
66,34600.0,511,0.317,11500.0,7,MORTGAGE,PERSONAL,High
56,98500.0,698,0.197,31800.0,25,MORTGAGE,PERSONAL,Low
21,28500.0,411,0.108,10800.0,0,RENT,EDUCATION,High
27,18000.0,768,0.181,2400.0,2,RENT,VENTURE,Low
36,94700.0,391,0.081,19600.0,5,RENT,VENTURE,High
52,40700.0,392,0.445,14500.0,13,OWN,VENTURE,High
38,23700.0,825,0.187,7400.0,2,RENT,VENTURE,Low
38,21900.0,685,0.257,8300.0,7,MORTGAGE,EDUCATION,Low
52,62100.0,537,0.452,10900.0,11,OWN,PERSONAL,High
56,22000.0,412,0.288,3500.0,29,RENT,MEDICAL,High
63,18000.0,731,0.162,5100.0,12,MORTGAGE,VENTURE,Low
53,64400.0,496,0.65,17100.0,22,MORTGAGE,EDUCATION,High
45,50500.0,436,0.65,9400.0,17,RENT,PERSONAL,High
36,63300.0,646,0.365,9200.0,7,RENT,PERSONAL,Low
64,31600.0,486,0.395,12900.0,34,OWN,MEDICAL,Low
35,56000.0,435,0.615,21600.0,3,MORTGAGE,PERSONAL,High
30,24400.0,830,0.21,7400.0,4,RENT,EDUCATION,Low
40,35400.0,705,0.357,16400.0,15,MORTGAGE,VENTURE,Low
49,49300.0,518,0.409,21900.0,20,MORTGAGE,PERSONAL,High
36,51600.0,748,0.087,23400.0,7,MORTGAGE,PERSONAL,High
41,87800.0,639,0.292,15400.0,7,OWN,MEDICAL,Low
59,73100.0,484,0.338,23400.0,13,MORTGAGE,MEDICAL,High
53,26300.0,841,0.403,11200.0,17,RENT,EDUCATION,Low
61,32900.0,662,0.303,10500.0,10,OWN,EDUCATION,Low
32,72100.0,836,0.305,29400.0,7,RENT,VENTURE,Low
46,102600.0,712,0.312,13000.0,13,RENT,EDUCATION,Low
59,64800.0,413,0.103,23600.0,22,MORTGAGE,MEDICAL,High
33,37800.0,502,0.184,11600.0,7,MORTGAGE,VENTURE,Low
21,56200.0,648,0.378,23100.0,0,MORTGAGE,EDUCATION,High
46,98400.0,695,0.56,41300.0,17,RENT,EDUCATION,High
40,111400.0,735,0.424,11200.0,2,RENT,PERSONAL,Low
59,34900.0,795,0.143,13300.0,13,OWN,PERSONAL,Low
45,27400.0,608,0.364,12000.0,14,RENT,PERSONAL,Low
48,50900.0,729,0.611,18100.0,18,OWN,PERSONAL,High
45,34100.0,801,0.163,8200.0,16,RENT,VENTURE,Low
21,49300.0,464,0.48,22200.0,0,OWN,MEDICAL,High
33,29000.0,423,0.112,5700.0,7,MORTGAGE,PERSONAL,High
25,59900.0,775,0.28,22200.0,3,MORTGAGE,EDUCATION,Low
33,67200.0,522,0.096,14500.0,9,RENT,MEDICAL,High
40,119600.0,688,0.65,50000.0,10,RENT,VENTURE,High
25,105600.0,738,0.473,11200.0,2,RENT,VENTURE,High
63,56600.0,482,0.172,16100.0,13,MORTGAGE,EDUCATION,High
39,29000.0,649,0.132,5500.0,5,RENT,MEDICAL,Low
42,82500.0,451,0.58,15400.0,11,RENT,VENTURE,Low
44,33400.0,520,0.195,11700.0,19,RENT,EDUCATION,High
52,20900.0,396,0.34,4600.0,15,MORTGAGE,MEDICAL,High
45,40900.0,684,0.137,14900.0,7,OWN,PERSONAL,High
49,21700.0,780,0.463,5500.0,15,RENT,PERSONAL,Low
63,147700.0,489,0.154,50000.0,5,RENT,PERSONAL,High
25,91400.0,817,0.139,26800.0,4,RENT,VENTURE,Low
70,106800.0,707,0.252,14700.0,6,MORTGAGE,VENTURE,Low
45,36100.0,744,0.65,11200.0,18,MORTGAGE,MEDICAL,High
28,43200.0,512,0.244,21000.0,4,RENT,EDUCATION,High
43,52300.0,557,0.359,15800.0,7,OWN,PERSONAL,Low
33,36100.0,518,0.167,8200.0,7,MORTGAGE,PERSONAL,High
44,47000.0,693,0.129,20200.0,10,RENT,VENTURE,Low
48,59500.0,660,0.121,27100.0,21,OWN,PERSONAL,Low
67,30100.0,486,0.173,3500.0,19,MORTGAGE,EDUCATION,High
27,44700.0,849,0.608,8600.0,2,MORTGAGE,EDUCATION,High
36,98500.0,660,0.129,38800.0,7,MORTGAGE,PERSONAL,Low
40,50800.0,797,0.162,11100.0,13,MORTGAGE,VENTURE,Low
70,18000.0,421,0.15,8700.0,23,RENT,VENTURE,High
22,26600.0,549,0.296,11400.0,1,RENT,EDUCATION,High
45,30600.0,495,0.05,7800.0,13,MORTGAGE,PERSONAL,High
34,35200.0,537,0.062,10900.0,6,MORTGAGE,VENTURE,High
45,52100.0,631,0.072,23500.0,3,RENT,MEDICAL,Low
64,27200.0,430,0.241,12200.0,7,RENT,MEDICAL,High
57,118300.0,662,0.295,23200.0,24,RENT,EDUCATION,Low
61,41000.0,700,0.287,10100.0,20,OWN,PERSONAL,Low
45,62600.0,821,0.191,9900.0,11,RENT,VENTURE,Low
38,27600.0,552,0.346,12400.0,12,MORTGAGE,MEDICAL,High
24,18000.0,422,0.433,5900.0,1,RENT,PERSONAL,High
62,61900.0,606,0.141,21400.0,21,RENT,VENTURE,Low
49,75400.0,762,0.05,28800.0,21,RENT,EDUCATION,Low
34,84700.0,480,0.456,10100.0,11,RENT,PERSONAL,Low
25,43900.0,671,0.269,6500.0,2,RENT,MEDICAL,High
45,52400.0,491,0.275,8200.0,13,MORTGAGE,PERSONAL,Low
68,28500.0,589,0.132,13400.0,5,RENT,VENTURE,High
48,18000.0,433,0.579,4500.0,3,RENT,PERSONAL,High
36,49000.0,470,0.406,7300.0,4,MORTGAGE,VENTURE,High
29,63400.0,511,0.413,7600.0,7,RENT,VENTURE,High
68,62200.0,441,0.41,22600.0,24,MORTGAGE,MEDICAL,High
34,78400.0,487,0.144,37900.0,2,OWN,PERSONAL,High
47,84600.0,691,0.386,15500.0,21,MORTGAGE,EDUCATION,Low
38,76100.0,792,0.372,19700.0,8,RENT,MEDICAL,Low
60,74400.0,542,0.258,27000.0,14,OWN,EDUCATION,High
26,55000.0,501,0.527,17400.0,2,RENT,PERSONAL,High
46,33700.0,552,0.315,16100.0,19,RENT,EDUCATION,High
34,18000.0,805,0.204,3400.0,2,MORTGAGE,EDUCATION,High
31,53800.0,657,0.539,26600.0,1,RENT,VENTURE,High
35,108800.0,830,0.1,34400.0,4,MORTGAGE,MEDICAL,Low
71,63900.0,459,0.33,24600.0,19,MORTGAGE,EDUCATION,High
48,155200.0,560,0.518,38100.0,15,MORTGAGE,PERSONAL,High
53,74300.0,672,0.324,23800.0,6,RENT,PERSONAL,High
62,18000.0,408,0.16,6700.0,22,RENT,EDUCATION,High
43,96400.0,533,0.262,42500.0,8,MORTGAGE,MEDICAL,High
51,29900.0,832,0.204,8900.0,23,MORTGAGE,PERSONAL,High
68,49400.0,601,0.111,6600.0,33,MORTGAGE,MEDICAL,Low
32,41100.0,781,0.139,4900.0,7,RENT,EDUCATION,Low
49,51500.0,564,0.65,22600.0,11,MORTGAGE,PERSONAL,High
46,141000.0,496,0.113,26800.0,12,RENT,VENTURE,Low
41,109500.0,563,0.353,16100.0,5,RENT,VENTURE,High
28,23700.0,648,0.05,3800.0,3,MORTGAGE,VENTURE,High
31,69900.0,530,0.166,19600.0,7,RENT,MEDICAL,High
53,35600.0,595,0.353,11500.0,8,MORTGAGE,MEDICAL,High
38,117500.0,579,0.252,40400.0,8,RENT,EDUCATION,Low
54,143000.0,627,0.211,50000.0,18,OWN,PERSONAL,High
62,44400.0,609,0.262,14900.0,20,OWN,PERSONAL,High
34,102800.0,525,0.203,37900.0,8,RENT,PERSONAL,Low
29,110100.0,665,0.212,50000.0,4,RENT,VENTURE,Low
66,92200.0,388,0.232,28600.0,20,MORTGAGE,PERSONAL,High
44,115800.0,550,0.211,50000.0,9,RENT,PERSONAL,High
50,55700.0,811,0.389,15100.0,16,OWN,EDUCATION,Low
53,75000.0,775,0.48,15600.0,4,RENT,MEDICAL,High
54,59200.0,644,0.137,22000.0,10,RENT,EDUCATION,Low
43,63900.0,812,0.074,26500.0,16,RENT,MEDICAL,Low
47,60500.0,389,0.054,22600.0,7,MORTGAGE,MEDICAL,High
41,18000.0,541,0.372,3800.0,15,MORTGAGE,EDUCATION,High
31,54100.0,417,0.175,13300.0,1,MORTGAGE,MEDICAL,High
22,113400.0,384,0.39,12800.0,1,MORTGAGE,MEDICAL,High
65,27300.0,793,0.235,10100.0,33,MORTGAGE,EDUCATION,Low
62,43500.0,790,0.325,7600.0,33,MORTGAGE,EDUCATION,Low
22,18000.0,772,0.122,5900.0,1,MORTGAGE,MEDICAL,Low
24,69500.0,400,0.401,16200.0,1,MORTGAGE,VENTURE,High
68,59000.0,684,0.394,27800.0,16,RENT,PERSONAL,High
43,94000.0,648,0.478,13900.0,3,MORTGAGE,MEDICAL,High
69,136600.0,596,0.07,18000.0,19,OWN,MEDICAL,Low
25,33300.0,516,0.183,11500.0,1,MORTGAGE,MEDICAL,High
41,35900.0,762,0.061,4700.0,4,MORTGAGE,PERSONAL,Low
37,75100.0,520,0.441,14300.0,3,RENT,PERSONAL,High
39,40400.0,673,0.377,6700.0,3,OWN,EDUCATION,High
60,79300.0,811,0.406,14800.0,5,MORTGAGE,PERSONAL,High
42,19800.0,423,0.199,9700.0,11,OWN,PERSONAL,High
68,45100.0,538,0.421,14000.0,36,RENT,PERSONAL,Low
64,27700.0,543,0.31,10700.0,14,OWN,PERSONAL,High
23,20900.0,490,0.372,3500.0,1,RENT,VENTURE,High
70,56500.0,653,0.223,20700.0,35,MORTGAGE,VENTURE,High
36,26700.0,640,0.365,4700.0,6,RENT,MEDICAL,High
30,35900.0,594,0.45,6500.0,4,OWN,PERSONAL,High
56,37500.0,781,0.225,14700.0,11,OWN,EDUCATION,Low
43,18000.0,476,0.451,4400.0,12,RENT,PERSONAL,High
39,74200.0,681,0.156,19700.0,13,RENT,MEDICAL,Low
52,59700.0,383,0.098,22600.0,18,RENT,MEDICAL,High
71,55200.0,570,0.258,27200.0,25,MORTGAGE,EDUCATION,Low
25,40200.0,497,0.18,13000.0,3,MORTGAGE,PERSONAL,Low
28,112400.0,518,0.134,12900.0,5,MORTGAGE,PERSONAL,Low
46,59400.0,697,0.632,10300.0,16,RENT,MEDICAL,High
28,26000.0,673,0.26,12000.0,5,RENT,EDUCATION,High
60,62200.0,738,0.272,13500.0,18,RENT,EDUCATION,Low
58,98200.0,554,0.163,25200.0,15,RENT,EDUCATION,Low
52,46200.0,717,0.368,6700.0,16,RENT,MEDICAL,Low
56,47700.0,716,0.439,20700.0,8,RENT,PERSONAL,High
65,65100.0,613,0.284,31200.0,17,RENT,MEDICAL,Low
68,78100.0,675,0.414,18400.0,6,RENT,VENTURE,High
37,65100.0,682,0.205,27500.0,13,MORTGAGE,PERSONAL,Low
24,40400.0,755,0.05,15300.0,2,MORTGAGE,MEDICAL,High
23,73700.0,660,0.29,21300.0,2,RENT,MEDICAL,High
21,43700.0,551,0.088,21100.0,1,RENT,PERSONAL,Low
55,42300.0,464,0.388,7000.0,12,RENT,VENTURE,High
27,102700.0,508,0.454,38800.0,1,RENT,VENTURE,High
35,40900.0,554,0.149,13300.0,11,RENT,EDUCATION,High
68,30200.0,729,0.325,7600.0,16,MORTGAGE,PERSONAL,Low
59,68300.0,468,0.248,33100.0,9,MORTGAGE,EDUCATION,High
43,28400.0,650,0.175,3000.0,15,MORTGAGE,PERSONAL,Low
54,97800.0,389,0.492,25100.0,12,RENT,PERSONAL,High
42,52200.0,731,0.65,13500.0,9,OWN,EDUCATION,High
58,91100.0,496,0.137,27700.0,21,MORTGAGE,EDUCATION,Low
34,49700.0,430,0.188,14900.0,4,MORTGAGE,EDUCATION,High
56,26800.0,659,0.247,9900.0,20,RENT,MEDICAL,Low
30,18000.0,596,0.327,5200.0,6,OWN,MEDICAL,High
36,28300.0,663,0.178,7500.0,13,RENT,EDUCATION,High
26,96500.0,668,0.195,47400.0,2,MORTGAGE,EDUCATION,Low
40,36500.0,732,0.218,12700.0,13,RENT,PERSONAL,High
59,82600.0,696,0.542,36700.0,28,OWN,VENTURE,Low
57,93300.0,775,0.256,31700.0,8,MORTGAGE,PERSONAL,High
23,18000.0,424,0.099,8700.0,1,MORTGAGE,PERSONAL,High
57,37600.0,517,0.302,13200.0,14,MORTGAGE,VENTURE,Low
58,44600.0,641,0.175,17000.0,27,RENT,EDUCATION,Low
63,115200.0,824,0.131,49800.0,10,OWN,VENTURE,Low
46,125000.0,533,0.192,50000.0,13,MORTGAGE,MEDICAL,Low
21,31300.0,792,0.299,7200.0,1,MORTGAGE,EDUCATION,Low
30,72000.0,630,0.054,20700.0,4,RENT,VENTURE,High
68,59300.0,630,0.174,7200.0,13,MORTGAGE,EDUCATION,Low
32,25000.0,626,0.126,7200.0,8,RENT,MEDICAL,Low
21,93800.0,483,0.28,12600.0,1,RENT,PERSONAL,Low
23,134500.0,639,0.075,50000.0,1,RENT,EDUCATION,Low
57,25800.0,421,0.229,10500.0,7,RENT,PERSONAL,Low
63,71700.0,662,0.128,22400.0,11,RENT,MEDICAL,High
38,31900.0,813,0.193,7000.0,9,RENT,PERSONAL,Low
51,91700.0,607,0.128,29900.0,23,RENT,PERSONAL,Low
67,93600.0,495,0.65,30600.0,26,RENT,EDUCATION,High
58,39200.0,693,0.05,6100.0,29,RENT,MEDICAL,Low
59,43300.0,753,0.65,9400.0,4,RENT,EDUCATION,High
48,127000.0,477,0.343,50000.0,9,RENT,VENTURE,Low
54,42900.0,549,0.128,21200.0,9,MORTGAGE,PERSONAL,High
24,91600.0,505,0.378,34000.0,2,MORTGAGE,PERSONAL,Low
26,18000.0,578,0.246,2400.0,4,OWN,VENTURE,Low
57,19700.0,575,0.148,6500.0,7,MORTGAGE,PERSONAL,Low
38,90900.0,474,0.336,11400.0,12,RENT,MEDICAL,High
66,55300.0,573,0.202,19700.0,29,MORTGAGE,PERSONAL,Low
65,39700.0,623,0.407,7700.0,26,RENT,MEDICAL,Low
34,24400.0,817,0.399,8800.0,11,MORTGAGE,PERSONAL,Low
37,53600.0,684,0.167,25500.0,4,MORTGAGE,PERSONAL,Low
40,21000.0,543,0.43,9600.0,10,MORTGAGE,VENTURE,High
